17:29:19.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [AUTH] success
17:29:26.981 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.L, vpSize 0, data [AAB.L, AAB.L London PLC, GBX, XLON/LSE-SETS, 37]
17:29:26.981 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.N, vpSize 0, data [AAB.N, AAB.N Corporation, CAD, XNGS/NAS-GSM, 38]
17:29:26.981 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.OQ, vpSize 0, data [AAB.OQ, AAB.OQ Co., GBX, XNYS/NYS-MAIN, 286]
17:29:26.982 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.AS, vpSize 0, data [AAB.AS, AAB.AS B.V, USD, XAMS/ENA-MAIN, 364]
17:29:26.983 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.L, vpSize 0, data [AAC.L, AAC.L London PLC, EUR, XLON/LSE-SETS, 12]
17:29:26.983 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.N, vpSize 0, data [AAC.N, AAC.N Corporation, CAD, XNGS/NAS-GSM, 927]
17:29:26.983 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.OQ, vpSize 0, data [AAC.OQ, AAC.OQ Co., GBX, XNYS/NYS-MAIN, 559]
17:29:26.983 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.AS, vpSize 0, data [AAC.AS, AAC.AS B.V, CAD, XAMS/ENA-MAIN, 946]
17:29:26.983 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.L, vpSize 0, data [AAD.L, AAD.L London PLC, CAD, XLON/LSE-SETS, 363]
17:29:26.983 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.N, vpSize 0, data [AAD.N, AAD.N Corporation, CAD, XNGS/NAS-GSM, 696]
17:29:26.984 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.OQ, vpSize 0, data [AAD.OQ, AAD.OQ Co., EUR, XNYS/NYS-MAIN, 806]
17:29:26.984 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.AS, vpSize 0, data [AAD.AS, AAD.AS B.V, GBX, XAMS/ENA-MAIN, 44]
17:29:26.984 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.L, vpSize 0, data [AAE.L, AAE.L London PLC, GBX, XLON/LSE-SETS, 226]
17:29:26.984 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.N, vpSize 0, data [AAE.N, AAE.N Corporation, GBX, XNGS/NAS-GSM, 54]
17:29:26.984 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.OQ, vpSize 0, data [AAE.OQ, AAE.OQ Co., USD, XNYS/NYS-MAIN, 618]
17:29:26.984 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.AS, vpSize 0, data [AAE.AS, AAE.AS B.V, CAD, XAMS/ENA-MAIN, 643]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.L, vpSize 0, data [AAF.L, AAF.L London PLC, GBX, XLON/LSE-SETS, 690]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.N, vpSize 0, data [AAF.N, AAF.N Corporation, CAD, XNGS/NAS-GSM, 623]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.OQ, vpSize 0, data [AAF.OQ, AAF.OQ Co., USD, XNYS/NYS-MAIN, 167]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.AS, vpSize 0, data [AAF.AS, AAF.AS B.V, EUR, XAMS/ENA-MAIN, 410]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.L, vpSize 0, data [AAG.L, AAG.L London PLC, EUR, XLON/LSE-SETS, 928]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.N, vpSize 0, data [AAG.N, AAG.N Corporation, GBX, XNGS/NAS-GSM, 900]
17:29:26.985 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.OQ, vpSize 0, data [AAG.OQ, AAG.OQ Co., CAD, XNYS/NYS-MAIN, 896]
17:29:26.986 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.AS, vpSize 0, data [AAG.AS, AAG.AS B.V, USD, XAMS/ENA-MAIN, 934]
17:29:26.986 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.L, vpSize 0, data [AAH.L, AAH.L London PLC, USD, XLON/LSE-SETS, 553]
17:29:26.986 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.N, vpSize 0, data [AAH.N, AAH.N Corporation, EUR, XNGS/NAS-GSM, 879]
17:29:26.986 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.OQ, vpSize 0, data [AAH.OQ, AAH.OQ Co., GBX, XNYS/NYS-MAIN, 943]
17:29:26.986 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.AS, vpSize 0, data [AAH.AS, AAH.AS B.V, GBX, XAMS/ENA-MAIN, 303]
17:29:26.987 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.L, vpSize 0, data [AAI.L, AAI.L London PLC, CAD, XLON/LSE-SETS, 430]
17:29:26.987 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.N, vpSize 0, data [AAI.N, AAI.N Corporation, EUR, XNGS/NAS-GSM, 628]
17:29:26.987 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.OQ, vpSize 0, data [AAI.OQ, AAI.OQ Co., CAD, XNYS/NYS-MAIN, 720]
17:29:26.987 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.AS, vpSize 0, data [AAI.AS, AAI.AS B.V, EUR, XAMS/ENA-MAIN, 478]
17:29:26.988 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.L, vpSize 0, data [AAJ.L, AAJ.L London PLC, CAD, XLON/LSE-SETS, 759]
17:29:26.988 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.N, vpSize 0, data [AAJ.N, AAJ.N Corporation, GBX, XNGS/NAS-GSM, 697]
17:29:26.988 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.OQ, vpSize 0, data [AAJ.OQ, AAJ.OQ Co., EUR, XNYS/NYS-MAIN, 68]
17:29:26.988 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.AS, vpSize 0, data [AAJ.AS, AAJ.AS B.V, GBX, XAMS/ENA-MAIN, 199]
17:29:26.988 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.L, vpSize 0, data [AAK.L, AAK.L London PLC, USD, XLON/LSE-SETS, 873]
17:29:26.989 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.N, vpSize 0, data [AAK.N, AAK.N Corporation, EUR, XNGS/NAS-GSM, 951]
17:29:26.989 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.OQ, vpSize 0, data [AAK.OQ, AAK.OQ Co., EUR, XNYS/NYS-MAIN, 793]
17:29:26.989 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.AS, vpSize 0, data [AAK.AS, AAK.AS B.V, USD, XAMS/ENA-MAIN, 382]
17:29:26.989 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.L, vpSize 0, data [AAL.L, AAL.L London PLC, GBX, XLON/LSE-SETS, 578]
17:29:26.989 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.N, vpSize 0, data [AAL.N, AAL.N Corporation, CAD, XNGS/NAS-GSM, 328]
17:29:26.989 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.OQ, vpSize 0, data [AAL.OQ, AAL.OQ Co., EUR, XNYS/NYS-MAIN, 76]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.AS, vpSize 0, data [AAL.AS, AAL.AS B.V, CAD, XAMS/ENA-MAIN, 691]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.L, vpSize 0, data [AAM.L, AAM.L London PLC, GBX, XLON/LSE-SETS, 161]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.N, vpSize 0, data [AAM.N, AAM.N Corporation, CAD, XNGS/NAS-GSM, 57]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.OQ, vpSize 0, data [AAM.OQ, AAM.OQ Co., CAD, XNYS/NYS-MAIN, 201]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.AS, vpSize 0, data [AAM.AS, AAM.AS B.V, USD, XAMS/ENA-MAIN, 432]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.L, vpSize 0, data [AAN.L, AAN.L London PLC, USD, XLON/LSE-SETS, 80]
17:29:26.990 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.N, vpSize 0, data [AAN.N, AAN.N Corporation, CAD, XNGS/NAS-GSM, 903]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.OQ, vpSize 0, data [AAN.OQ, AAN.OQ Co., EUR, XNYS/NYS-MAIN, 206]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.AS, vpSize 0, data [AAN.AS, AAN.AS B.V, USD, XAMS/ENA-MAIN, 911]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.L, vpSize 0, data [AAO.L, AAO.L London PLC, CAD, XLON/LSE-SETS, 356]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.N, vpSize 0, data [AAO.N, AAO.N Corporation, EUR, XNGS/NAS-GSM, 211]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.OQ, vpSize 0, data [AAO.OQ, AAO.OQ Co., CAD, XNYS/NYS-MAIN, 310]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.AS, vpSize 0, data [AAO.AS, AAO.AS B.V, USD, XAMS/ENA-MAIN, 654]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.L, vpSize 0, data [AAP.L, AAP.L London PLC, USD, XLON/LSE-SETS, 169]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.N, vpSize 0, data [AAP.N, AAP.N Corporation, USD, XNGS/NAS-GSM, 408]
17:29:26.991 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.OQ, vpSize 0, data [AAP.OQ, AAP.OQ Co., GBX, XNYS/NYS-MAIN, 706]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.AS, vpSize 0, data [AAP.AS, AAP.AS B.V, USD, XAMS/ENA-MAIN, 892]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.L, vpSize 0, data [AAQ.L, AAQ.L London PLC, EUR, XLON/LSE-SETS, 568]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.N, vpSize 0, data [AAQ.N, AAQ.N Corporation, EUR, XNGS/NAS-GSM, 313]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.OQ, vpSize 0, data [AAQ.OQ, AAQ.OQ Co., USD, XNYS/NYS-MAIN, 607]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.AS, vpSize 0, data [AAQ.AS, AAQ.AS B.V, CAD, XAMS/ENA-MAIN, 451]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.L, vpSize 0, data [AAR.L, AAR.L London PLC, GBX, XLON/LSE-SETS, 346]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.N, vpSize 0, data [AAR.N, AAR.N Corporation, GBX, XNGS/NAS-GSM, 717]
17:29:26.992 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.OQ, vpSize 0, data [AAR.OQ, AAR.OQ Co., CAD, XNYS/NYS-MAIN, 404]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.AS, vpSize 0, data [AAR.AS, AAR.AS B.V, GBX, XAMS/ENA-MAIN, 606]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.L, vpSize 0, data [AAS.L, AAS.L London PLC, USD, XLON/LSE-SETS, 19]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.N, vpSize 0, data [AAS.N, AAS.N Corporation, GBX, XNGS/NAS-GSM, 429]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.OQ, vpSize 0, data [AAS.OQ, AAS.OQ Co., EUR, XNYS/NYS-MAIN, 170]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.AS, vpSize 0, data [AAS.AS, AAS.AS B.V, GBX, XAMS/ENA-MAIN, 234]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.L, vpSize 0, data [AAT.L, AAT.L London PLC, CAD, XLON/LSE-SETS, 202]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.N, vpSize 0, data [AAT.N, AAT.N Corporation, USD, XNGS/NAS-GSM, 426]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.OQ, vpSize 0, data [AAT.OQ, AAT.OQ Co., EUR, XNYS/NYS-MAIN, 444]
17:29:26.993 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.AS, vpSize 0, data [AAT.AS, AAT.AS B.V, CAD, XAMS/ENA-MAIN, 134]
17:29:26.994 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.L, vpSize 0, data [AAU.L, AAU.L London PLC, GBX, XLON/LSE-SETS, 517]
17:29:26.994 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.N, vpSize 0, data [AAU.N, AAU.N Corporation, GBX, XNGS/NAS-GSM, 169]
17:29:27.011 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.OQ, vpSize 0, data [AAU.OQ, AAU.OQ Co., EUR, XNYS/NYS-MAIN, 750]
17:29:27.011 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.AS, vpSize 0, data [AAU.AS, AAU.AS B.V, USD, XAMS/ENA-MAIN, 676]
17:29:27.011 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.L, vpSize 0, data [AAV.L, AAV.L London PLC, CAD, XLON/LSE-SETS, 823]
17:29:27.012 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.N, vpSize 0, data [AAV.N, AAV.N Corporation, EUR, XNGS/NAS-GSM, 768]
17:29:27.012 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.OQ, vpSize 0, data [AAV.OQ, AAV.OQ Co., EUR, XNYS/NYS-MAIN, 856]
17:29:27.012 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.AS, vpSize 0, data [AAV.AS, AAV.AS B.V, GBX, XAMS/ENA-MAIN, 120]
17:29:27.012 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.L, vpSize 0, data [AAW.L, AAW.L London PLC, USD, XLON/LSE-SETS, 900]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.N, vpSize 0, data [AAW.N, AAW.N Corporation, CAD, XNGS/NAS-GSM, 48]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.OQ, vpSize 0, data [AAW.OQ, AAW.OQ Co., USD, XNYS/NYS-MAIN, 818]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.AS, vpSize 0, data [AAW.AS, AAW.AS B.V, USD, XAMS/ENA-MAIN, 581]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.L, vpSize 0, data [AAX.L, AAX.L London PLC, GBX, XLON/LSE-SETS, 761]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.N, vpSize 0, data [AAX.N, AAX.N Corporation, CAD, XNGS/NAS-GSM, 435]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.OQ, vpSize 0, data [AAX.OQ, AAX.OQ Co., EUR, XNYS/NYS-MAIN, 407]
17:29:27.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.AS, vpSize 0, data [AAX.AS, AAX.AS B.V, GBX, XAMS/ENA-MAIN, 269]
17:29:27.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.L, vpSize 0, data [AAY.L, AAY.L London PLC, EUR, XLON/LSE-SETS, 774]
17:29:27.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.N, vpSize 0, data [AAY.N, AAY.N Corporation, USD, XNGS/NAS-GSM, 44]
17:29:27.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.OQ, vpSize 0, data [AAY.OQ, AAY.OQ Co., EUR, XNYS/NYS-MAIN, 828]
17:29:27.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.AS, vpSize 0, data [AAY.AS, AAY.AS B.V, EUR, XAMS/ENA-MAIN, 767]
17:29:31.295 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:29:36.435 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:29:41.509 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:29:46.583 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:29:51.684 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:29:56.780 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:01.832 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:06.928 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:12.037 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:17.137 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:22.207 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:27.354 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:32.464 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:37.590 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:42.771 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:47.959 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:53.108 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:30:58.354 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:03.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:08.497 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:13.600 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:18.649 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:23.741 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:28.842 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:33.918 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:39.018 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:44.123 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:49.445 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:54.540 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:31:59.685 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:04.826 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:09.892 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:14.948 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:19.996 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:25.157 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:30.291 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:35.339 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:40.475 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:45.617 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:50.721 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:32:55.765 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:00.856 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:05.973 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:11.071 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:16.154 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:21.240 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:26.315 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:31.384 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:36.506 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:41.866 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:46.971 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:52.095 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:33:57.128 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:02.627 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:07.787 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:12.914 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:18.008 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:23.065 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:28.185 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:33.225 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:38.363 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:43.550 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:48.647 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:53.773 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:34:58.905 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:35:04.086 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:35:09.147 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:35:14.240 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:35:19.270 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:35:24.352 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
17:35:29.416 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [HB]
